eid,date,mealtype,foodtype,people_string
e1546,2012/06/19,breakfast,peanut-butter-jam,Kayden
e1550,2012/06/21,dinner,fish and chips,"Kayden, Andrew"
e1552,2012/06/22,dinner,a burger,"Kayden, Andrew, Emily"
e1562,2012/06/28,lunch,sushi,
e1565,2012/06/30,lunch,steak,"Benjamin, Willow, Avery, Jackson"
e1568,2012/07/01,lunch,fish and chips,
e1571,2012/07/02,dinner,sandwich,"Hazel, Rylee, Avery"
e1574,2012/07/04,lunch,sandwich,
e1577,2012/07/07,breakfast,toast and cheese,
e1578,2012/07/08,dinner,steak,Benjamin
e1579,2012/07/09,lunch,indian food,"Eva, Kinsley, Lydia, Nevaeh"
e1580,2012/07/09,dinner,steak,"Kayden, Andrew, Emily, Carter"
e1582,2012/07/10,breakfast,toast and cheese,
e1588,2012/07/14,dinner,indian food,
e1591,2012/07/16,breakfast,oatmeal,
e1593,2012/07/18,lunch,fish and chips,
e1594,2012/07/20,dinner,a burger,
e1595,2012/07/22,breakfast,"eggs, sausages, and bread",Emily
e1599,2012/07/25,breakfast,pancakes,"Kayden, Andrew, Emily"
e1603,2012/07/27,breakfast,"eggs, sausages, and bread",
e1605,2012/07/28,breakfast,cereals,
e1609,2012/07/31,dinner,fish and chips,
e1611,2012/08/02,lunch,indian food,
e1615,2012/08/05,lunch,fish and chips,
e1621,2012/08/09,breakfast,pancakes,"Jackson, Willow, Avery"
e1623,2012/08/10,lunch,steak,
e1629,2012/08/14,lunch,indian food,
e1630,2012/08/14,dinner,indian food,
e1633,2012/08/15,breakfast,oatmeal,"Eva, Rylee, Piper, Hazel, Piper, Nora, Olivia, Kinsley"
e1634,2012/08/15,dinner,steak,"Claire, Piper, Eva, Rylee, Lydia, Olivia, Nevaeh, Hazel, Piper, Kinsley, Nora, Avery"
e1639,2012/08/19,dinner,pasta,"Jackson, Avery"
e1642,2012/08/21,lunch,chinese food,
e1644,2012/08/23,breakfast,"eggs, sausages, and bread",
e1645,2012/08/23,dinner,sushi,"Avery, Nevaeh, Claire, Lydia, Nora, Piper, Eva, Kinsley, Rylee, Layla, Olivia, Piper"
e1648,2012/08/25,lunch,tacos,
e1652,2012/08/28,lunch,chinese food,
e1655,2012/08/31,dinner,sandwich,
e1656,2012/09/01,dinner,indian food,"Claire, Rylee, Piper, Eva, Hazel, Lydia"
e1660,2012/09/04,breakfast,toast and cheese,"Carter, Kayden, Andrew, Emily"
e1661,2012/09/04,dinner,sushi,
e1662,2012/09/06,breakfast,pancakes,"Claire, Lydia, Nevaeh, Piper, Kinsley, Avery, Piper"
e1665,2012/09/08,breakfast,oatmeal,"Avery, Willow"
e1667,2012/09/09,dinner,indian food,
e1668,2012/09/10,dinner,pasta,
e1672,2012/09/11,dinner,tacos,
e1674,2012/09/12,dinner,fish and chips,
e1676,2012/09/13,breakfast,toast and cheese,
e1683,2012/09/19,dinner,sushi,
e1684,2012/09/20,breakfast,pancakes,"Piper, Claire, Olivia, Nevaeh, Rylee, Hazel, Piper, Eva"
e1685,2012/09/20,dinner,steak,"Jackson, Benjamin"
e1689,2012/09/23,breakfast,oatmeal,"Andrew, Carter, Kayden"
e1691,2012/09/24,dinner,sushi,
e1693,2012/09/25,lunch,fish and chips,"Nora, Hazel, Piper, Layla, Eva, Nevaeh, Rylee, Lydia"
e1694,2012/09/25,dinner,a burger,
e1699,2012/09/27,dinner,chinese food,Nevaeh
e1701,2012/09/28,lunch,sandwich,"Kinsley, Claire, Piper, Eva, Olivia, Piper"
e1702,2012/09/28,dinner,indian food,
e1705,2012/09/29,breakfast,oatmeal,
e1706,2012/09/29,dinner,sandwich,
e1709,2012/09/30,breakfast,oatmeal,"Benjamin, Avery, Jackson"
e1710,2012/09/30,lunch,sushi,
e1716,2012/10/03,lunch,pasta,
e1720,2012/10/04,lunch,tacos,
e1724,2012/10/07,lunch,tacos,Andrew
e1727,2012/10/08,breakfast,"eggs, sausages, and bread",Emily
e1730,2012/10/09,dinner,steak,"Benjamin, Jackson"
e1735,2012/10/11,dinner,tacos,
e1741,2012/10/13,dinner,a burger,
e1744,2012/10/16,lunch,indian food,
e1747,2012/10/18,dinner,pasta,Kayden
e1750,2012/10/19,dinner,pasta,
e1753,2012/10/25,breakfast,peanut-butter-jam,
e1756,2012/10/27,breakfast,"eggs, sausages, and bread","Olivia, Piper, Rylee"
e1758,2012/10/28,breakfast,"eggs, sausages, and bread",Avery
e1759,2012/10/29,dinner,sandwich,
e1761,2012/10/30,breakfast,peanut-butter-jam,
e1762,2012/10/30,lunch,pasta,
e1764,2012/10/31,breakfast,pancakes,
e1765,2012/11/01,dinner,pasta,
e1768,2012/11/02,breakfast,"eggs, sausages, and bread",
e1770,2012/11/04,lunch,sandwich,"Benjamin, Jackson, Willow"
e1773,2012/11/05,dinner,sushi,
e1777,2012/11/07,breakfast,peanut-butter-jam,
e1778,2012/11/07,lunch,indian food,
e1781,2012/11/08,lunch,pasta,
e1782,2012/11/09,breakfast,peanut-butter-jam,
e1783,2012/11/10,dinner,sushi,"Piper, Nora, Rylee, Layla, Claire, Avery, Nevaeh, Hazel, Piper, Lydia, Kinsley"
e1785,2012/11/12,breakfast,cereals,"Kayden, Andrew, Carter"
e1789,2012/11/14,breakfast,pancakes,
e1792,2012/11/15,dinner,tacos,
e1793,2012/11/16,breakfast,oatmeal,"Claire, Hazel, Lydia"
e1796,2012/11/17,breakfast,peanut-butter-jam,
e1797,2012/11/17,dinner,indian food,
e1799,2012/11/22,lunch,pasta,"Kinsley, Olivia, Nora, Piper"
e1802,2012/11/24,breakfast,toast and cheese,Avery
e1803,2012/11/24,dinner,tacos,
e1806,2012/11/26,lunch,fish and chips,
e1808,2012/11/27,breakfast,toast and cheese,"Willow, Jackson, Avery, Benjamin"
e1809,2012/11/28,lunch,sandwich,"Kayden, Emily"
e1812,2012/11/29,lunch,a burger,
e1816,2012/12/01,dinner,tacos,"Willow, Jackson"
e1819,2012/12/05,breakfast,cereals,
e1820,2012/12/06,lunch,sushi,"Benjamin, Willow, Avery"
e1821,2012/12/06,dinner,pasta,
e1824,2012/12/09,breakfast,pancakes,
e1828,2012/12/11,dinner,tacos,Andrew
e1832,2012/12/13,breakfast,toast and cheese,
e1833,2012/12/14,dinner,pasta,
e1835,2012/12/15,breakfast,oatmeal,Claire
e1836,2012/12/15,lunch,steak,
e1837,2012/12/15,dinner,tacos,
e1840,2012/12/16,lunch,tacos,"Emily, Andrew, Kayden, Carter"
e1844,2012/12/18,breakfast,pancakes,"Kayden, Emily, Andrew"
e1852,2012/12/24,dinner,indian food,Andrew
e1854,2012/12/26,lunch,fish and chips,Avery
e1855,2012/12/27,breakfast,toast and cheese,Willow
e1859,2012/12/29,dinner,indian food,
e1862,2012/12/30,breakfast,peanut-butter-jam,Benjamin
e1865,2012/12/31,breakfast,toast and cheese,
e1866,2012/12/31,dinner,tacos,Emily
e1951,2013/01/01,lunch,sushi,
e1955,2013/01/03,dinner,indian food,
e1957,2013/01/05,dinner,tacos,"Kayden, Carter, Andrew, Emily"
e1962,2013/01/09,lunch,steak,
e1967,2013/01/11,lunch,indian food,
e1970,2013/01/12,dinner,pasta,"Kayden, Andrew, Emily"
e1976,2013/01/14,dinner,chinese food,"Piper, Rylee, Olivia"
e1979,2013/01/15,breakfast,"eggs, sausages, and bread",
e1980,2013/01/15,lunch,a burger,"Emily, Kayden, Carter"
e1983,2013/01/17,lunch,pasta,
e1985,2013/01/18,breakfast,oatmeal,"Andrew, Emily, Kayden"
e1986,2013/01/19,lunch,steak,"Claire, Eva, Piper, Lydia, Layla, Kinsley, Hazel, Avery, Nevaeh"
e1987,2013/01/22,dinner,steak,
e1990,2013/01/25,lunch,sandwich,
e1992,2013/01/28,breakfast,pancakes,
e1994,2013/01/30,dinner,fish and chips,
e1999,2013/02/01,dinner,sandwich,"Andrew, Kayden"
e2000,2013/02/02,lunch,fish and chips,
e2001,2013/02/02,dinner,pasta,"Eva, Avery, Olivia"
e2002,2013/02/03,lunch,sandwich,"Jackson, Benjamin"
e2004,2013/02/05,lunch,pasta,
e2007,2013/02/08,dinner,pasta,"Benjamin, Jackson, Avery"
e2008,2013/02/09,lunch,steak,
e2010,2013/02/14,dinner,chinese food,
e2012,2013/02/17,lunch,a burger,"Piper, Kinsley"
e2015,2013/02/19,breakfast,pancakes,Avery
e2016,2013/02/19,dinner,chinese food,"Carter, Andrew"
e2024,2013/02/26,dinner,pasta,
e2026,2013/02/27,breakfast,pancakes,"Claire, Eva, Olivia, Piper, Hazel, Lydia, Rylee, Kinsley"
e2028,2013/02/28,breakfast,pancakes,
e2032,2013/03/03,lunch,steak,
e2036,2013/03/07,breakfast,"eggs, sausages, and bread",
e2037,2013/03/08,dinner,chinese food,
e2038,2013/03/09,breakfast,pancakes,
e2039,2013/03/09,dinner,a burger,
e2047,2013/03/14,dinner,fish and chips,"Willow, Benjamin, Avery, Jackson"
e2049,2013/03/15,breakfast,cereals,"Carter, Emily, Kayden"
e2050,2013/03/15,dinner,sushi,
e2052,2013/03/16,dinner,sandwich,
e2055,2013/03/18,dinner,sandwich,"Piper, Claire, Hazel, Nora, Kinsley, Eva, Rylee, Olivia, Lydia, Layla, Nevaeh, Avery, Piper"
e2059,2013/03/20,lunch,sushi,
e2060,2013/03/20,dinner,sushi,
e2061,2013/03/21,lunch,fish and chips,"Emily, Kayden"
e2063,2013/03/22,breakfast,cereals,"Olivia, Piper, Claire, Lydia, Eva, Hazel"
e2064,2013/03/22,dinner,pasta,
e2070,2013/03/25,lunch,chinese food,"Carter, Kayden"
e2074,2013/03/26,breakfast,peanut-butter-jam,
e2075,2013/03/26,lunch,a burger,
e2078,2013/03/28,dinner,indian food,"Jackson, Willow, Avery"
e2079,2013/03/29,dinner,chinese food,"Carter, Kayden, Emily"
e2088,2013/04/04,dinner,sushi,
e2091,2013/04/05,dinner,indian food,
e2092,2013/04/06,breakfast,cereals,
e2093,2013/04/07,breakfast,peanut-butter-jam,
e2094,2013/04/07,dinner,a burger,"Layla, Piper, Nevaeh"
e2095,2013/04/08,dinner,pasta,"Olivia, Layla, Eva, Avery"
e2098,2013/04/10,breakfast,peanut-butter-jam,
e2099,2013/04/10,lunch,pasta,
e2102,2013/04/12,dinner,indian food,"Piper, Piper, Kinsley, Hazel, Olivia, Lydia, Rylee, Claire"
e2105,2013/04/14,lunch,tacos,"Jackson, Benjamin, Avery"
e2106,2013/04/14,dinner,fish and chips,
e2107,2013/04/15,dinner,pasta,"Andrew, Kayden, Emily, Carter"
e2111,2013/04/19,lunch,indian food,"Hazel, Claire, Piper, Avery, Eva, Piper, Layla, Olivia, Kinsley, Rylee"
e2114,2013/04/20,breakfast,"eggs, sausages, and bread",
e2115,2013/04/20,lunch,chinese food,Carter
e2116,2013/04/20,dinner,fish and chips,
e2123,2013/04/23,breakfast,cereals,
e2124,2013/04/24,breakfast,"eggs, sausages, and bread",
e2129,2013/04/29,lunch,chinese food,"Andrew, Kayden, Emily, Carter"
e2131,2013/04/30,breakfast,pancakes,"Layla, Lydia, Nora, Kinsley"
e2133,2013/05/01,lunch,indian food,
e2135,2013/05/02,breakfast,toast and cheese,
e2136,2013/05/02,dinner,indian food,
e2139,2013/05/06,lunch,pasta,"Olivia, Piper, Nevaeh, Claire, Rylee, Hazel"
e2141,2013/05/07,breakfast,"eggs, sausages, and bread","Hazel, Rylee, Avery, Layla, Kinsley, Nevaeh, Piper, Nora"
e2142,2013/05/07,lunch,chinese food,"Jackson, Avery, Benjamin"
e2143,2013/05/07,dinner,indian food,
e2145,2013/05/09,lunch,tacos,"Carter, Kayden, Andrew"
e2147,2013/05/10,breakfast,toast and cheese,
e2149,2013/05/11,breakfast,toast and cheese,Emily
e2152,2013/05/12,breakfast,pancakes,
e2158,2013/05/17,lunch,pasta,
e2161,2013/05/20,breakfast,"eggs, sausages, and bread","Carter, Kayden, Andrew"
e2164,2013/05/22,breakfast,peanut-butter-jam,"Kayden, Andrew"
e2168,2013/05/25,breakfast,pancakes,"Carter, Emily"
e2169,2013/05/25,dinner,pasta,
e2173,2013/05/28,breakfast,peanut-butter-jam,
e2174,2013/05/29,lunch,pasta,"Olivia, Nora, Kinsley, Piper, Rylee, Layla, Claire, Hazel, Nevaeh, Piper, Eva, Lydia"
e2175,2013/05/30,breakfast,cereals,
e2178,2013/06/01,dinner,indian food,
e2181,2013/06/03,breakfast,peanut-butter-jam,
e2182,2013/06/03,lunch,a burger,"Claire, Piper"
e2183,2013/06/05,breakfast,"eggs, sausages, and bread",
e2186,2013/06/06,dinner,chinese food,Eva
e2191,2013/06/08,breakfast,oatmeal,
e2193,2013/06/09,lunch,pasta,
e2197,2013/06/10,breakfast,"eggs, sausages, and bread","Andrew, Emily, Kayden, Carter"
e2198,2013/06/10,dinner,sandwich,"Andrew, Carter"
e2203,2013/06/12,breakfast,toast and cheese,
e2206,2013/06/14,dinner,tacos,
e2209,2013/06/15,breakfast,toast and cheese,
e2211,2013/06/16,breakfast,"eggs, sausages, and bread",
e2212,2013/06/16,lunch,steak,
e2213,2013/06/16,dinner,sushi,
e2216,2013/06/17,lunch,sushi,
e2219,2013/06/18,dinner,fish and chips,
e2224,2013/06/20,dinner,chinese food,"Emily, Kayden, Carter, Andrew"
e2229,2013/06/24,lunch,tacos,"Avery, Benjamin"
e2237,2013/06/30,dinner,sushi,
e2239,2013/07/01,breakfast,toast and cheese,
e2242,2013/07/02,breakfast,cereals,"Avery, Olivia, Piper, Rylee"
e2243,2013/07/02,lunch,pasta,
e2246,2013/07/03,breakfast,cereals,
e2247,2013/07/03,dinner,tacos,"Emily, Kayden"
e2251,2013/07/05,breakfast,cereals,
e2259,2013/07/14,lunch,indian food,
e2260,2013/07/15,dinner,fish and chips,
e2267,2013/07/19,breakfast,oatmeal,
e2270,2013/07/24,lunch,steak,
e2271,2013/07/24,dinner,sandwich,
e2278,2013/07/31,lunch,a burger,Benjamin
e2281,2013/08/01,breakfast,peanut-butter-jam,
e2282,2013/08/01,lunch,pasta,
e2283,2013/08/01,dinner,steak,
e2284,2013/08/02,dinner,tacos,
e2287,2013/08/03,dinner,steak,
e2289,2013/08/05,lunch,chinese food,
e2290,2013/08/05,dinner,chinese food,"Hazel, Piper, Nevaeh"
e2292,2013/08/07,lunch,fish and chips,
e2295,2013/08/08,dinner,sushi,
e2302,2013/08/12,dinner,steak,
e2308,2013/08/16,breakfast,pancakes,
e2310,2013/08/17,dinner,indian food,Kayden
e2313,2013/08/20,dinner,tacos,"Piper, Claire, Layla, Olivia, Hazel, Rylee, Kinsley, Nora, Lydia, Avery"
e2315,2013/08/22,breakfast,pancakes,"Andrew, Kayden"
e2316,2013/08/22,lunch,fish and chips,
e2317,2013/08/24,dinner,sandwich,
e2326,2013/08/30,lunch,pasta,
e2331,2013/09/01,breakfast,toast and cheese,"Kinsley, Nora, Rylee, Layla, Hazel, Olivia, Eva, Avery, Nevaeh, Claire, Lydia"
e2333,2013/09/03,dinner,indian food,
e2337,2013/09/09,dinner,indian food,
e2338,2013/09/10,dinner,fish and chips,
e2340,2013/09/11,breakfast,"eggs, sausages, and bread",
e2342,2013/09/12,lunch,pasta,
e2344,2013/09/13,breakfast,pancakes,
e2345,2013/09/13,dinner,tacos,
e2347,2013/09/14,breakfast,peanut-butter-jam,
e2350,2013/09/15,dinner,steak,"Carter, Andrew, Kayden, Emily"
e2354,2013/09/19,breakfast,toast and cheese,
e2356,2013/09/20,dinner,chinese food,
e2358,2013/09/21,lunch,sushi,Avery
e2359,2013/09/22,lunch,sandwich,Emily
e2363,2013/09/24,dinner,pasta,
e2366,2013/09/25,breakfast,peanut-butter-jam,"Emily, Kayden, Andrew"
e2367,2013/09/25,dinner,fish and chips,
e2370,2013/09/27,lunch,pasta,"Carter, Emily"
e2376,2013/09/29,breakfast,pancakes,"Eva, Nevaeh, Olivia, Hazel, Piper, Kinsley, Nora, Avery, Claire, Lydia, Piper, Rylee"
e2380,2013/10/01,lunch,a burger,"Lydia, Rylee, Hazel, Piper, Piper, Nora, Claire, Eva, Layla, Avery, Nevaeh, Olivia, Kinsley"
e2383,2013/10/02,lunch,sushi,
e2385,2013/10/03,lunch,pasta,
e2389,2013/10/06,dinner,a burger,
e2391,2013/10/08,lunch,pasta,
e2393,2013/10/09,dinner,pasta,
e2395,2013/10/12,breakfast,oatmeal,"Layla, Nora, Rylee, Piper, Kinsley, Eva, Lydia, Avery, Hazel, Olivia"
e2398,2013/10/13,dinner,indian food,
e2399,2013/10/14,dinner,indian food,
e2402,2013/10/16,breakfast,peanut-butter-jam,
e2406,2013/10/17,dinner,pasta,
e2411,2013/10/20,breakfast,"eggs, sausages, and bread",
e2414,2013/10/22,dinner,sushi,Eva
e2417,2013/10/25,lunch,steak,
e2421,2013/10/27,lunch,indian food,
e2425,2013/10/29,lunch,fish and chips,
e2426,2013/10/30,breakfast,"eggs, sausages, and bread",
e2429,2013/11/01,lunch,pasta,
e2431,2013/11/02,breakfast,peanut-butter-jam,
e2432,2013/11/03,lunch,sushi,
e2433,2013/11/05,dinner,chinese food,
e2435,2013/11/06,breakfast,pancakes,
e2436,2013/11/06,lunch,steak,
e2437,2013/11/06,dinner,steak,Emily
e2443,2013/11/15,dinner,tacos,
e2447,2013/11/17,dinner,fish and chips,"Willow, Jackson, Benjamin"
e2452,2013/11/21,lunch,steak,
e2454,2013/11/23,lunch,tacos,Kayden
e2455,2013/11/23,dinner,fish and chips,
e2465,2013/11/30,lunch,steak,
e2469,2013/12/03,dinner,sushi,
e2470,2013/12/05,dinner,indian food,
e2473,2013/12/07,lunch,steak,
e2475,2013/12/08,breakfast,oatmeal,
e2477,2013/12/09,lunch,sandwich,
e2478,2013/12/10,breakfast,toast and cheese,
e2479,2013/12/10,dinner,indian food,
e2486,2013/12/15,lunch,indian food,
e2490,2013/12/19,breakfast,"eggs, sausages, and bread",
e2491,2013/12/19,lunch,sushi,
e2495,2013/12/22,lunch,tacos,"Avery, Willow, Benjamin"
e2497,2013/12/23,breakfast,toast and cheese,"Carter, Andrew, Kayden, Emily"
e2498,2013/12/23,dinner,pasta,
e2500,2013/12/27,dinner,fish and chips,
e2504,2013/12/30,lunch,sandwich,
e2592,2014/01/01,lunch,chinese food,"Carter, Kayden, Andrew"
e2593,2014/01/01,dinner,pasta,
e2594,2014/01/02,breakfast,"eggs, sausages, and bread",
e2595,2014/01/02,lunch,chinese food,
e2596,2014/01/03,lunch,steak,
e2597,2014/01/03,dinner,pasta,
e2605,2014/01/07,breakfast,toast and cheese,
e2609,2014/01/09,lunch,sandwich,"Emily, Kayden, Andrew, Carter"
e2613,2014/01/13,lunch,sushi,"Andrew, Emily, Carter"
e2616,2014/01/15,dinner,indian food,"Carter, Emily"
e2619,2014/01/16,dinner,fish and chips,
e2621,2014/01/18,dinner,steak,"Andrew, Emily, Carter"
e2623,2014/01/19,lunch,sushi,"Andrew, Emily, Carter"
e2624,2014/01/19,dinner,indian food,"Olivia, Lydia, Avery, Piper, Piper, Nora, Eva, Layla, Rylee, Kinsley, Hazel, Nevaeh"
e2626,2014/01/21,dinner,sushi,"Layla, Lydia, Eva, Olivia, Avery, Piper"
e2628,2014/01/23,lunch,fish and chips,Andrew
e2631,2014/01/25,breakfast,oatmeal,"Claire, Nora, Piper, Eva, Rylee, Piper, Lydia, Olivia, Hazel, Kinsley, Avery, Layla"
e2633,2014/01/29,lunch,a burger,
e2634,2014/01/29,dinner,sandwich,"Jackson, Avery"
e2638,2014/02/03,lunch,tacos,"Kinsley, Eva, Piper, Olivia, Claire, Lydia"
e2642,2014/02/04,breakfast,pancakes,"Benjamin, Avery, Jackson, Willow"
e2644,2014/02/06,breakfast,"eggs, sausages, and bread",Willow
e2645,2014/02/06,dinner,fish and chips,"Nevaeh, Kinsley, Piper, Hazel, Eva, Lydia, Claire, Piper, Avery, Layla, Rylee, Nora"
e2651,2014/02/09,dinner,sushi,
e2654,2014/02/12,dinner,fish and chips,"Eva, Piper, Nora, Layla, Nevaeh, Rylee, Lydia, Hazel"
e2656,2014/02/14,breakfast,pancakes,Piper
e2658,2014/02/15,lunch,fish and chips,
e2662,2014/02/18,breakfast,"eggs, sausages, and bread",
e2663,2014/02/18,lunch,sushi,
e2665,2014/02/20,breakfast,oatmeal,
e2667,2014/02/21,breakfast,cereals,Carter
e2668,2014/02/24,lunch,indian food,
e2669,2014/02/25,breakfast,"eggs, sausages, and bread","Kayden, Andrew, Carter"
e2670,2014/02/25,dinner,fish and chips,"Kayden, Carter, Andrew, Emily"
e2674,2014/02/27,dinner,sushi,"Rylee, Kinsley, Piper, Lydia, Piper, Layla, Nevaeh, Claire, Hazel, Olivia, Nora, Eva, Avery"
e2681,2014/03/05,breakfast,oatmeal,"Emily, Carter"
e2682,2014/03/06,lunch,fish and chips,
e2684,2014/03/07,lunch,fish and chips,
e2685,2014/03/09,breakfast,oatmeal,
e2692,2014/03/14,breakfast,toast and cheese,
e2693,2014/03/14,dinner,pasta,
e2695,2014/03/15,lunch,sandwich,
e2699,2014/03/16,dinner,sandwich,"Emily, Kayden"
e2703,2014/03/18,lunch,pasta,
e2706,2014/03/20,breakfast,"eggs, sausages, and bread",
e2708,2014/03/21,lunch,chinese food,"Andrew, Carter, Emily, Kayden"
e2709,2014/03/21,dinner,tacos,"Andrew, Emily"
e2712,2014/03/22,breakfast,toast and cheese,
e2715,2014/03/24,breakfast,toast and cheese,"Piper, Nevaeh, Layla, Nora, Eva, Claire, Avery, Olivia"
e2718,2014/03/25,lunch,steak,"Emily, Carter"
e2719,2014/03/26,dinner,indian food,
e2724,2014/03/28,breakfast,peanut-butter-jam,
e2728,2014/03/30,breakfast,"eggs, sausages, and bread","Kayden, Andrew, Emily"
e2731,2014/03/31,breakfast,toast and cheese,
e2734,2014/04/01,dinner,fish and chips,
e2735,2014/04/02,breakfast,toast and cheese,"Emily, Kayden"
e2736,2014/04/02,lunch,sandwich,"Carter, Andrew, Kayden, Emily"
e2739,2014/04/04,lunch,indian food,
e2741,2014/04/05,breakfast,cereals,"Kinsley, Nora"
e2742,2014/04/06,lunch,tacos,
e2743,2014/04/06,dinner,pasta,
e2751,2014/04/10,dinner,tacos,
e2753,2014/04/11,lunch,chinese food,
e2759,2014/04/14,dinner,sandwich,Carter
e2764,2014/04/17,dinner,chinese food,
e2765,2014/04/18,dinner,fish and chips,
e2768,2014/04/19,dinner,sandwich,"Piper, Olivia, Hazel"
e2773,2014/04/21,dinner,pasta,"Carter, Kayden, Andrew, Emily"
e2775,2014/04/22,breakfast,cereals,
e2776,2014/04/23,breakfast,oatmeal,"Kinsley, Avery, Piper"
e2777,2014/04/23,lunch,pasta,
e2779,2014/04/25,dinner,sandwich,
e2782,2014/04/26,dinner,pasta,
e2783,2014/04/27,breakfast,oatmeal,"Carter, Andrew"
e2784,2014/04/29,lunch,sushi,"Willow, Avery"
e2786,2014/04/30,lunch,sandwich,
e2791,2014/05/03,dinner,pasta,"Benjamin, Willow, Avery"
e2793,2014/05/04,lunch,a burger,
e2799,2014/05/08,breakfast,cereals,
e2800,2014/05/09,lunch,sandwich,"Claire, Nevaeh, Lydia, Eva, Piper, Nora"
e2802,2014/05/10,lunch,sushi,
e2806,2014/05/11,breakfast,peanut-butter-jam,
e2808,2014/05/12,lunch,pasta,
e2809,2014/05/13,breakfast,"eggs, sausages, and bread","Piper, Nevaeh, Eva, Hazel, Avery, Olivia, Kinsley, Lydia"
e2811,2014/05/15,lunch,sandwich,"Emily, Carter"
e2815,2014/05/17,breakfast,toast and cheese,
e2817,2014/05/19,dinner,steak,Benjamin
e2818,2014/05/20,breakfast,"eggs, sausages, and bread",
e2819,2014/05/21,lunch,tacos,"Layla, Lydia, Nora, Claire, Piper, Nevaeh, Piper, Avery"
e2821,2014/05/22,breakfast,toast and cheese,"Carter, Kayden, Andrew, Emily"
e2823,2014/05/23,breakfast,toast and cheese,
e2824,2014/05/23,lunch,pasta,
e2827,2014/05/25,lunch,indian food,
e2828,2014/05/25,dinner,sandwich,
e2830,2014/05/26,breakfast,cereals,
e2831,2014/05/26,lunch,fish and chips,
e2832,2014/05/26,dinner,a burger,"Hazel, Eva"
e2834,2014/05/27,lunch,a burger,
e2835,2014/05/29,lunch,pasta,"Carter, Andrew, Emily"
e2838,2014/05/30,lunch,steak,
e2841,2014/06/01,lunch,steak,
e2844,2014/06/02,lunch,sandwich,
e2845,2014/06/02,dinner,fish and chips,"Andrew, Kayden, Emily"
e2851,2014/06/07,lunch,sandwich,
e2853,2014/06/08,dinner,sandwich,"Willow, Benjamin, Jackson, Avery"
e2855,2014/06/09,lunch,sandwich,
e2857,2014/06/10,breakfast,"eggs, sausages, and bread",
e2858,2014/06/11,dinner,pasta,"Kayden, Andrew, Carter"
e2859,2014/06/12,dinner,sushi,
e2863,2014/06/16,lunch,a burger,"Emily, Carter"
e2867,2014/06/18,lunch,fish and chips,
e2868,2014/06/20,breakfast,cereals,"Andrew, Kayden, Carter"
e2869,2014/06/20,lunch,steak,
e2871,2014/06/23,dinner,a burger,"Avery, Willow, Benjamin, Jackson"
e2872,2014/06/24,breakfast,cereals,
e2874,2014/06/26,lunch,indian food,
e2875,2014/06/26,dinner,tacos,"Olivia, Piper, Eva, Kinsley, Hazel, Rylee, Nora, Layla, Avery, Nevaeh, Claire, Lydia, Piper"
e2879,2014/06/28,dinner,steak,
e2881,2014/06/30,dinner,chinese food,Kayden
e2883,2014/07/02,lunch,indian food,
e2888,2014/07/04,breakfast,oatmeal,"Emily, Carter"
e2890,2014/07/08,lunch,steak,
e2896,2014/07/12,breakfast,"eggs, sausages, and bread",
e2898,2014/07/14,lunch,chinese food,
e2900,2014/07/15,dinner,sushi,
e2902,2014/07/17,lunch,a burger,
e2904,2014/07/18,dinner,sushi,
e2905,2014/07/19,lunch,tacos,
e2906,2014/07/22,breakfast,peanut-butter-jam,"Piper, Olivia, Claire, Rylee, Kinsley, Eva, Layla, Avery, Lydia, Nevaeh, Piper, Hazel, Nora"
e2909,2014/07/23,breakfast,"eggs, sausages, and bread",
e2911,2014/07/24,breakfast,"eggs, sausages, and bread","Carter, Andrew, Emily"
e2912,2014/07/24,dinner,fish and chips,
e2915,2014/07/30,dinner,fish and chips,"Carter, Andrew"
e2919,2014/08/01,lunch,indian food,
e2920,2014/08/02,breakfast,toast and cheese,
e2921,2014/08/02,lunch,steak,
e2922,2014/08/02,dinner,steak,
e2923,2014/08/03,breakfast,oatmeal,
e2930,2014/08/12,breakfast,pancakes,
e2932,2014/08/13,lunch,fish and chips,
e2935,2014/08/14,dinner,fish and chips,"Kayden, Carter, Andrew"
e2937,2014/08/15,lunch,chinese food,
e2939,2014/08/16,lunch,steak,
e2943,2014/08/19,breakfast,toast and cheese,
e2945,2014/08/20,dinner,pasta,
e2948,2014/08/21,breakfast,peanut-butter-jam,
e2949,2014/08/22,breakfast,peanut-butter-jam,"Layla, Nevaeh, Lydia"
e2952,2014/08/23,dinner,sushi,"Andrew, Carter"
e2956,2014/08/26,dinner,sandwich,
e2958,2014/08/27,breakfast,toast and cheese,
e2959,2014/08/27,lunch,steak,"Jackson, Benjamin"
e2962,2014/08/28,lunch,steak,
e2966,2014/08/31,lunch,tacos,
e2972,2014/09/03,lunch,steak,"Avery, Olivia, Layla, Rylee, Lydia, Nevaeh, Hazel, Piper, Piper, Claire, Eva, Nora, Kinsley"
e2974,2014/09/05,dinner,tacos,
e2975,2014/09/06,breakfast,"eggs, sausages, and bread",
e2978,2014/09/08,lunch,chinese food,"Willow, Avery, Benjamin"
e2981,2014/09/09,dinner,steak,
e2982,2014/09/10,dinner,sandwich,"Avery, Benjamin"
e2985,2014/09/11,breakfast,oatmeal,
e2986,2014/09/13,breakfast,oatmeal,"Layla, Piper, Lydia, Nevaeh"
